$ Aurora File: n15x15.gtr.au.dat	Date: 	Misc: 
$ Atem File: n15x15.gtr
VARIABLE W = 1.5e-05
VARIABLE L = 1.5e-05
VARIABLE T = 25
VARIABLE REGION = 0 

TABLE VGS  VBS  VDS  ID  
9.000000e-01   0.000000e+00   3.300000e+00   3.057200e-06   
1.000000e+00   0.000000e+00   3.300000e+00   5.493100e-06   
1.100000e+00   0.000000e+00   3.300000e+00   8.696200e-06   
1.200000e+00   0.000000e+00   3.300000e+00   1.271900e-05   
1.300000e+00   0.000000e+00   3.300000e+00   1.754600e-05   
1.400000e+00   0.000000e+00   3.300000e+00   2.312800e-05   
1.500000e+00   0.000000e+00   3.300000e+00   2.954400e-05   
1.600000e+00   0.000000e+00   3.300000e+00   3.674400e-05   
1.700000e+00   0.000000e+00   3.300000e+00   4.466500e-05   
1.800000e+00   0.000000e+00   3.300000e+00   5.342500e-05   
1.900000e+00   0.000000e+00   3.300000e+00   6.295100e-05   
2.000000e+00   0.000000e+00   3.300000e+00   7.314900e-05   
2.100000e+00   0.000000e+00   3.300000e+00   8.418400e-05   
2.200000e+00   0.000000e+00   3.300000e+00   9.587700e-05   
2.300000e+00   0.000000e+00   3.300000e+00   1.083900e-04   
2.400000e+00   0.000000e+00   3.300000e+00   1.216300e-04   
2.500000e+00   0.000000e+00   3.300000e+00   1.354800e-04   
2.600000e+00   0.000000e+00   3.300000e+00   1.501300e-04   
2.700000e+00   0.000000e+00   3.300000e+00   1.654800e-04   
2.800000e+00   0.000000e+00   3.300000e+00   1.813600e-04   
2.900000e+00   0.000000e+00   3.300000e+00   1.980400e-04   
3.000000e+00   0.000000e+00   3.300000e+00   2.153800e-04   
3.100000e+00   0.000000e+00   3.300000e+00   2.332100e-04   
3.200000e+00   0.000000e+00   3.300000e+00   2.517900e-04   
3.300000e+00   0.000000e+00   3.300000e+00   2.708400e-04   
3.400000e+00   0.000000e+00   3.300000e+00   2.906100e-04   
3.500000e+00   0.000000e+00   3.300000e+00   3.109500e-04   
3.600000e+00   0.000000e+00   3.300000e+00   3.316600e-04   
0.000000e+00   -1.100000e+00   3.300000e+00   1.010000e-12   
1.000000e-01   -1.100000e+00   3.300000e+00   9.900000e-13   
2.000000e-01   -1.100000e+00   3.300000e+00   1.050000e-12   
3.000000e-01   -1.100000e+00   3.300000e+00   1.100000e-12   
4.000000e-01   -1.100000e+00   3.300000e+00   1.070000e-12   
5.000000e-01   -1.100000e+00   3.300000e+00   1.240000e-12   
6.000000e-01   -1.100000e+00   3.300000e+00   5.350000e-12   
7.000000e-01   -1.100000e+00   3.300000e+00   1.075900e-10   
8.000000e-01   -1.100000e+00   3.300000e+00   2.361100e-09   
9.000000e-01   -1.100000e+00   3.300000e+00   4.059000e-08   
1.000000e+00   -1.100000e+00   3.300000e+00   3.207500e-07   
1.100000e+00   -1.100000e+00   3.300000e+00   1.158000e-06   
1.200000e+00   -1.100000e+00   3.300000e+00   2.748000e-06   
1.300000e+00   -1.100000e+00   3.300000e+00   5.159000e-06   
1.400000e+00   -1.100000e+00   3.300000e+00   8.389600e-06   
1.500000e+00   -1.100000e+00   3.300000e+00   1.249400e-05   
1.600000e+00   -1.100000e+00   3.300000e+00   1.744700e-05   
